make,type,transmission,fuel,fuel_comb,emissions,engine(l),cylinder
chevrolet,suv,automatic,x,12,276,3.6,6
volvo,van_wagon,automatic_shift,x,11.2,258,3,6
mercedes_benz,suv,automatic,z,15.5,364,5.5,8
mercedes_benz,mid_size,automatic,z,9.9,232,3,6
toyota,pickup,automatic,x,10.9,251,2.7,4
buick,mid_size,automatic_shift,x,9.7,228,3.6,6
kia,suv,manual,x,11.3,260,2.4,4
buick,mid_size,automatic_shift,x,9.9,233,3.6,6
toyota,compact,automatic_shift,z,8.7,204,2,4
gmc,pickup,automatic,x,11.7,274,3.6,6
mercedes_benz,compact,automatic,z,11.7,275,4.7,8
jeep,suv,automatic,x,10.9,251,2.4,4
volkswagen,van_wagon,automatic_shift,x,8.2,193,1.8,4
mazda,compact,automatic_shift,x,7.4,170,2.5,4
porsche,two_seater,manual,z,10.7,246,3.4,6
gmc,pickup,automatic,z,14.3,329,6.2,8
jeep,suv,continuously_variable,x,11.2,255,2.4,4
mazda,mid_size,manual,x,7.6,178,2,4
bmw,two_seater,automatic_shift,z,9.3,216,3,6
subaru,suv,continuously_variable,x,9,207,2.5,4
ford,pickup,automatic_shift,e,18,300,5,8
infiniti,mid_size,automatic_shift,z,10.8,253,3,6
porsche,compact,automated_manual,z,10.1,232,3.4,6
buick,suv,automatic,x,11.2,263,3.6,6
volkswagen,suv,automatic_shift,d,9.8,270,3,6
volkswagen,compact,automatic_shift,x,7.4,172,1.4,4
subaru,suv,continuously_variable,x,10.5,246,3.6,6
chevrolet,compact,automatic_shift,x,10.6,249,3.6,6
kia,van_wagon,automatic_shift,x,11.4,262,3.3,6
mini,compact,manual,z,7.2,170,1.5,3
honda,van_wagon,continuously_variable,x,7,166,1.5,4
buick,suv,continuously_variable,x,8.4,198,1.2,3
ford,compact,manual,x,8.4,196,1.6,4
jeep,suv,automatic,x,9.3,218,2.4,4
gmc,suv,automatic,x,13.4,314,5.3,8
volvo,van_wagon,automatic_shift,x,10.4,239,2.5,5
dodge,full_size,automatic,x,13.3,312,5.7,8
toyota,van_wagon,automatic_shift,x,10.9,256,3.5,6
ford,full_size,continuously_variable,x,6,138,2,4
buick,compact,automatic_shift,z,9.8,231,2,4
porsche,full_size,automated_manual,z,11.9,279,4,8
bmw,suv,automatic_shift,z,9.3,217,2,4
toyota,pickup,automatic_shift,x,14.7,351,4.6,8
volkswagen,compact,automatic_shift,x,8.5,196,1.8,4
porsche,compact,automated_manual,z,11,253,3.8,6
mazda,suv,automatic_shift,x,8.5,201,2.5,4
mini,compact,automatic_shift,z,7.8,184,1.5,3
jeep,suv,manual,x,13.3,312,3.6,6
cadillac,compact,manual,z,10.1,236,2,4
subaru,mid_size,continuously_variable,x,7.5,174,2,4
toyota,suv,automatic_shift,x,11,253,3.5,6
mercedes_benz,compact,automatic_shift,z,9.7,228,3,6
infiniti,suv,continuously_variable,z,10.9,257,3.5,6
infiniti,compact,automatic_shift,z,8.2,189,3.5,6
dodge,mid_size,manual,x,7.3,171,1.4,4
honda,mid_size,manual,z,7.4,173,1.5,4
mini,mid_size,manual,z,8.4,197,1.5,3
mercedes_benz,full_size,automatic_shift,z,12.5,288,4.7,8
dodge,mid_size,manual,z,13.9,325,6.4,8
audi,mid_size,automatic_shift,z,10,235,3,6
ford,suv,automatic_shift,x,13,305,3.5,6
dodge,mid_size,automatic,x,11,258,3.6,6
audi,two_seater,automated_manual,z,14.2,327,4.2,8
bmw,full_size,automatic_shift,z,12.8,294,4.4,8
subaru,van_wagon,manual,x,8.2,197,2,4
gmc,pickup,automatic,e,18,296,4.3,6
nissan,van_wagon,continuously_variable,x,10.3,242,3.5,6
buick,mid_size,automatic_shift,x,10.1,237,3.6,6
bmw,suv,automatic_shift,z,9.9,228,2,4
porsche,compact,manual,z,10.4,241,3,6
porsche,two_seater,automated_manual,z,9.2,212,2.7,6
bmw,compact,manual,z,11.6,267,3,6
bmw,compact,automatic_shift,z,9.1,213,2,4
bmw,mid_size,automatic_shift,z,12.4,290,4.4,8
lexus,mid_size,continuously_variable,z,11.5,264,5,8
ford,compact,manual,x,10.3,240,2.3,4
bmw,mid_size,automatic_shift,z,13.9,324,4.4,8
mazda,mid_size,automatic_shift,x,7.1,163,2,4
honda,full_size,continuously_variable,x,6.9,162,1.5,4
mercedes_benz,mid_size,automatic,z,10.8,253,3,6
lexus,compact,automatic_shift,z,12.2,286,5,8
bmw,compact,automatic_shift,z,10.3,237,3,6
dodge,mid_size,manual,z,12.7,307,5.7,8
kia,suv,automatic_shift,x,9.9,234,2.4,4
chevrolet,pickup,automatic,z,14.1,331,6.2,8
gmc,pickup,automatic,x,13.5,317,5.3,8
bmw,full_size,automatic,z,10.7,246,3,6
bmw,full_size,automatic_shift,z,9,213,2,4
dodge,van_wagon,automatic,x,11.7,276,3.6,6
ford,compact,automatic_shift,x,9.4,221,2.3,4
bmw,compact,automatic_shift,z,9.8,228,3,6
mazda,compact,manual,x,8.1,189,2,4
mini,compact,automatic_shift,z,8.4,196,2,4
porsche,two_seater,automated_manual,z,9.5,218,3.4,6
ford,suv,automatic_shift,x,10.8,254,2.3,4
chevrolet,mid_size,manual,x,8.1,190,1.8,4
ford,pickup,automatic_shift,d,9.9,266,3,6
chevrolet,two_seater,automatic_shift,z,12.7,297,6.2,8
dodge,mid_size,automatic,z,12.9,302,6.4,8
jeep,suv,automatic,z,15.8,363,6.4,8
toyota,mid_size,continuously_variable,x,4.7,109,1.8,4
mini,compact,manual,z,9,210,2,4
subaru,suv,automatic_shift,x,13.1,301,3.6,6
chevrolet,van_wagon,automatic,e,22.6,362,5.3,8
audi,compact,automatic_shift,z,9.8,230,3,6
audi,van_wagon,automated_manual,z,8.8,206,2,4
honda,compact,manual,x,7.7,179,2,4
lexus,compact,continuously_variable,x,5.7,132,1.8,4
chevrolet,mid_size,automatic_shift,x,8.8,207,1.8,4
honda,van_wagon,continuously_variable,x,7,164,1.5,4
jeep,suv,continuously_variable,x,11.1,259,2.4,4
porsche,full_size,automated_manual,z,12.9,303,4.8,8
mercedes_benz,two_seater,manual,z,9,207,1.8,4
cadillac,compact,automatic_shift,z,9.9,232,2.7,4
lexus,compact,continuously_variable,z,8.1,189,3.5,6
ford,pickup,automatic_shift,x,15.9,366,6.2,8
mazda,compact,manual,x,7.4,175,2,4
porsche,two_seater,manual,z,10.8,257,2.5,4
mini,compact,manual,z,7.4,174,1.5,3
porsche,compact,manual,z,10.5,246,3,6
dodge,full_size,automatic,x,11,258,3.6,6
hyundai,suv,automatic_shift,x,10,235,2.4,4
ford,full_size,automatic_shift,e,14.3,229,3.5,6
ford,full_size,automatic_shift,e,16.3,271,3.5,6
volkswagen,compact,automatic_shift,x,8.1,189,2,4
chevrolet,pickup,automatic,x,12.7,292,5.3,8
bmw,mid_size,automatic_shift,z,10.3,237,3,6
infiniti,suv,continuously_variable,x,8.7,204,2.5,4
gmc,pickup,automatic,z,14.2,332,6.2,8
ford,suv,automatic_shift,x,14.2,333,3.5,6
lexus,mid_size,continuously_variable,z,11.4,262,5,8
lexus,mid_size,continuously_variable,z,7.5,176,3.5,6
gmc,suv,automatic,x,9.1,214,2.4,4
chevrolet,pickup,automatic,x,12.7,298,5.3,8
chevrolet,pickup,automatic,e,17.5,288,4.3,6
porsche,compact,manual,z,10.4,246,3,6
ford,compact,manual,x,7.8,182,1.6,4
nissan,suv,automatic_shift,x,15.4,362,5.6,8
mini,mid_size,automatic_shift,z,8.7,205,2,4
hyundai,suv,automatic_shift,x,10.4,239,2,4
gmc,suv,automatic,e,18.4,294,5.3,8
ford,pickup,automatic_shift,x,14.7,336,5,8
bmw,mid_size,automatic_shift,d,7.9,213,3,6
audi,mid_size,automatic_shift,z,12.7,300,4,8
chevrolet,suv,automatic_shift,x,8.2,189,1.4,4
mazda,mid_size,automatic_shift,x,8,187,2.5,4
bmw,suv,automatic_shift,z,10,238,2,4
toyota,compact,automatic_shift,z,8.8,204,2,4
gmc,pickup,automatic,x,14,330,5.3,8
volkswagen,suv,manual,z,11.2,259,2,4
buick,suv,automatic_shift,x,8.7,204,1.4,4
volkswagen,mid_size,automated_manual,x,10.4,243,3.6,6
hyundai,compact,automatic_shift,x,8.2,193,2,4
infiniti,mid_size,automatic_shift,z,11.7,275,3.7,6
porsche,full_size,automated_manual,z,10.9,253,3,6
toyota,suv,continuously_variable,x,8.2,193,3.5,6
chevrolet,pickup,automatic,x,12,280,2.7,4
honda,full_size,continuously_variable,z,7.4,172,1.5,4
gmc,suv,automatic,x,10,238,2.5,4
ford,compact,automatic_shift,x,10.1,236,2.3,4
jeep,suv,automatic,x,9.9,233,3.2,6
mazda,mid_size,automatic_shift,x,8.9,208,2.5,4
chevrolet,full_size,automatic_shift,x,10.4,244,3.6,6
honda,two_seater,continuously_variable,x,6.3,145,1.5,4
ford,pickup,automatic_shift,x,12.7,303,3.5,6
chevrolet,van_wagon,automatic_shift,x,8.4,195,1.4,4
buick,mid_size,automatic_shift,z,9.9,233,2,4
ford,pickup,automatic_shift,x,12.1,284,3.5,6
cadillac,mid_size,automatic_shift,z,9.8,229,2,4
ford,other,automatic_shift,x,10.7,252,2.5,4
cadillac,mid_size,automatic_shift,z,14.3,337,6.2,8
lexus,suv,automatic_shift,x,11.1,268,3.5,6
bmw,suv,automatic_shift,z,11.2,255,3,6
kia,suv,automatic_shift,x,10.9,251,2.4,4
chevrolet,suv,automatic,e,19.1,317,5.3,8
chevrolet,two_seater,automatic_shift,z,14.3,336,6.2,8
nissan,van_wagon,continuously_variable,x,8.2,192,2,4
jeep,suv,continuously_variable,x,9.9,228,2,4
buick,mid_size,automatic_shift,x,10.1,238,3.6,6
chevrolet,mid_size,automatic_shift,d,7.1,192,2,4
dodge,full_size,automatic,x,11.6,271,3.6,6
chevrolet,suv,automatic,x,8.3,195,1.5,4
kia,full_size,automated_manual,x,8.7,207,1.6,4
mazda,suv,manual,x,8.8,206,2,4
mercedes_benz,two_seater,automatic_shift,z,15.7,361,6.2,8
mercedes_benz,two_seater,automatic,z,14.5,339,6,12
gmc,suv,automatic,x,14,337,5.3,8
bmw,suv,automatic_shift,z,14.6,339,3,6
jeep,suv,manual,x,8.8,202,1.4,4
mercedes_benz,compact,automatic_shift,z,12.1,285,4,8
mini,mid_size,automatic_shift,z,9,211,2,4
gmc,pickup,automatic,e,19.5,325,5.3,8
bmw,two_seater,automatic_shift,z,8.5,200,2,4
audi,suv,automatic_shift,z,10.8,253,2,4
chevrolet,suv,automatic,e,17.2,285,5.3,8
ford,suv,automatic_shift,x,13,299,3.5,6
chevrolet,pickup,automatic,x,12.7,298,5.3,8
kia,mid_size,automatic_shift,x,6.4,147,2.4,4
jeep,suv,automatic,x,10.6,249,2.4,4
chevrolet,suv,automatic,x,10,230,2.4,4
lexus,mid_size,automatic_shift,z,11,257,3.5,6
kia,van_wagon,automated_manual,x,8.5,199,1.6,4
volvo,suv,automatic_shift,z,10.4,240,2,4
volkswagen,van_wagon,automated_manual,x,9.6,224,1.8,4
bmw,compact,automatic_shift,z,12.4,292,4.4,8
mini,mid_size,manual,z,9.7,227,2,4
mini,mid_size,manual,z,9.7,227,2,4
porsche,compact,automated_manual,z,11.2,258,3.8,6
mazda,suv,automatic_shift,x,8.6,198,2.5,4
mini,compact,manual,z,8.5,196,1.6,4
gmc,suv,automatic,x,14.4,337,5.3,8
bmw,compact,automated_manual,z,14.7,344,4.4,8
chevrolet,pickup,automatic,x,12.7,304,5.3,8
jeep,suv,automatic,z,15.8,363,6.4,8
subaru,compact,continuously_variable,x,7.6,175,2,4
mercedes_benz,suv,automatic_shift,d,10.3,278,3,6
mazda,compact,manual,x,8.2,194,2.5,4
toyota,compact,continuously_variable,x,4.7,111,1.5,4
jeep,suv,automatic,x,9.8,225,2,4
dodge,suv,automatic,x,11.1,261,2.4,4
mercedes_benz,compact,automatic_shift,z,10.5,242,3.5,6
toyota,two_seater,automatic_shift,z,8.9,208,3,6
bmw,compact,automatic,z,8.4,193,2,4
subaru,compact,manual,z,12.2,285,2.5,4
toyota,mid_size,continuously_variable,x,4.9,113,2.5,4
lexus,compact,automatic_shift,z,9.3,220,2,4
cadillac,suv,automatic_shift,z,9.7,227,2,4
gmc,pickup,automatic,e,18,288,4.3,6
chevrolet,mid_size,automatic_shift,z,9.8,225,2,4
volkswagen,suv,automatic_shift,z,10.4,248,2,4
jeep,suv,automatic,x,10.5,245,2,4
bmw,compact,manual,z,9,207,2,4
subaru,compact,automatic_shift,z,8.4,197,2,4
chevrolet,suv,automatic,x,9,214,2.4,4
toyota,pickup,automatic,x,13.3,306,4,6
bmw,compact,automatic_shift,z,14,322,4.4,8
honda,mid_size,continuously_variable,x,7.6,177,2.4,4
toyota,compact,automatic,x,7.3,170,1.5,4
ford,mid_size,automatic_shift,x,9.6,225,2,4
jaguar,mid_size,automatic_shift,z,13.3,306,5,8
jeep,suv,manual,x,9.4,216,2.4,4
chevrolet,suv,automatic,x,11.1,261,3.6,6
cadillac,full_size,automatic_shift,x,11,259,3.6,6
porsche,compact,manual,z,10.7,246,3.4,6
jeep,suv,automatic,x,10,230,2.4,4
audi,compact,automated_manual,z,7.8,182,2,4
mercedes_benz,suv,automatic_shift,z,11.3,260,3.5,6
jaguar,full_size,automatic_shift,z,11.9,279,3,6
infiniti,compact,manual,z,12.3,283,3.7,6
kia,mid_size,automatic_shift,z,11.8,279,3.3,6
cadillac,compact,automatic_shift,x,9.3,214,2.5,4
mazda,mid_size,automatic_shift,x,8.7,204,2.5,4
mini,compact,manual,z,8.6,201,1.6,4
lexus,suv,automatic_shift,z,16.5,380,5.7,8
toyota,pickup,automatic_shift,x,11.9,278,3.5,6
bmw,mid_size,automatic_shift,z,8.9,209,2,4
toyota,mid_size,automatic_shift,x,9.4,220,3.5,6
mazda,compact,automatic_shift,x,7.2,166,2.5,4
jeep,suv,manual,x,9.8,230,2.4,4
subaru,mid_size,continuously_variable,x,8.3,193,2.5,4
ford,suv,automatic_shift,x,12.5,294,3.5,6
audi,mid_size,automatic_shift,d,8.4,224,3,6
chevrolet,pickup,automatic,z,14,324,6.2,8
bmw,full_size,automatic_shift,z,15.5,356,6,12
porsche,two_seater,manual,z,15.1,352,4,6
kia,van_wagon,automatic_shift,x,12.2,296,3.3,6
honda,van_wagon,continuously_variable,x,8.2,194,1.8,4
mini,mid_size,automatic_shift,z,9.1,213,1.5,3
audi,compact,automated_manual,z,8.8,200,1.8,4
ford,compact,manual,z,13.2,304,5.8,8
bmw,suv,automatic_shift,z,13.8,317,4.4,8
bmw,compact,automatic_shift,z,11.7,270,4.4,8
hyundai,mid_size,automatic_shift,x,6.3,145,2.4,4
jeep,suv,automatic,d,10,268,3,6
bmw,compact,manual,z,10.7,250,3,6
chevrolet,compact,manual,x,6.8,156,1.2,4
bmw,compact,manual,z,9,211,2,4
bmw,compact,manual,z,11.2,267,3,6
porsche,suv,automatic,z,12.2,286,3.6,6
subaru,suv,manual,x,9.7,228,2.5,4
gmc,suv,automatic,x,13,305,5.3,8
lexus,compact,automatic_shift,z,12.5,293,5,8
mazda,compact,automatic_shift,x,7.6,176,2.5,4
mercedes_benz,van_wagon,automatic_shift,z,8.9,205,2,4
chevrolet,van_wagon,automatic,x,14.7,347,4.3,6
audi,mid_size,automatic_shift,z,11.2,258,3,6
dodge,full_size,automatic,z,15.6,368,6.2,8
mercedes_benz,two_seater,automatic_shift,z,11.9,274,4.7,8
mercedes_benz,compact,automatic_shift,z,13,313,5.5,8
jaguar,compact,automatic_shift,z,13.6,313,5,8
toyota,suv,automatic_shift,x,16.5,384,5.7,8
porsche,compact,automated_manual,z,10.7,250,3,6
kia,suv,automatic_shift,x,10.8,259,2,4
hyundai,compact,automatic_shift,x,8.2,193,1.6,4
volkswagen,mid_size,manual,x,9.8,225,2.5,5
hyundai,suv,automatic,x,10.3,237,2.4,4
hyundai,mid_size,manual,x,8,187,2,4
buick,suv,automatic_shift,x,8.3,196,1.4,4
mercedes_benz,van_wagon,automatic,z,10.8,259,3,6
kia,mid_size,automatic_shift,x,8.3,198,2,4
jeep,suv,manual,x,8.8,207,1.4,4
subaru,suv,continuously_variable,x,8.2,192,2.5,4
nissan,two_seater,automatic_shift,z,11.1,261,3.7,6
mini,mid_size,manual,z,8.2,194,1.5,3
bmw,full_size,automatic,z,12.7,292,4.4,8
volkswagen,compact,automated_manual,z,9,213,2,4
toyota,mid_size,manual,x,7.5,176,1.8,4
hyundai,suv,automatic_shift,x,10,241,2,4
cadillac,suv,automatic,z,14.7,338,6.2,8
bmw,compact,automatic_shift,z,12,282,4.4,8
volkswagen,mid_size,automatic_shift,x,8.1,188,2,4
mercedes_benz,compact,automatic,z,11.7,271,4,8
mazda,mid_size,automatic_shift,x,8,187,2.5,4
mini,compact,automatic_shift,z,8.2,193,2,4
porsche,suv,automatic,z,12.2,286,3.6,6
chevrolet,compact,manual,x,7.9,182,1.8,4
mini,two_seater,manual,z,8.1,186,1.6,4
ford,other,automatic_shift,x,10.2,235,2.5,4
jeep,suv,manual,x,8.8,211,1.4,4
volvo,suv,automatic_shift,x,11,254,2.5,5
dodge,suv,automatic,x,11.2,265,3.6,6
audi,mid_size,automatic_shift,z,10.5,242,3,6
mazda,mid_size,automatic_shift,x,8.9,208,2.5,4
ford,compact,automatic_shift,x,8,189,2,4
dodge,mid_size,automatic,z,14.5,339,6.2,8
volkswagen,compact,automated_manual,z,9.3,219,2,4
subaru,compact,manual,z,9.7,229,2,4
porsche,compact,manual,z,10.7,251,3.4,6
volkswagen,compact,manual,z,9.4,220,2,4
mercedes_benz,compact,automated_manual,z,8.2,193,2,4
volvo,compact,automatic_shift,x,9.3,220,2,4
audi,two_seater,automated_manual,z,14.9,347,5.2,10
chevrolet,compact,manual,x,8,184,1.4,4
subaru,suv,manual,x,9.2,216,2,4
gmc,van_wagon,automatic,e,25.8,413,6,8
ford,compact,manual,x,10.3,240,2.3,4
jaguar,two_seater,automatic_shift,z,12.8,294,5,8
mazda,compact,automatic_shift,x,7.8,183,2.5,4
ford,suv,automatic_shift,x,13,305,3.5,6
mazda,van_wagon,automatic_shift,x,9.6,226,2.5,4
bmw,compact,automated_manual,z,12.7,299,3,6
ford,suv,automatic_shift,e,17.2,284,3.5,6
jeep,suv,automatic,x,9.8,230,2.4,4
chevrolet,suv,automatic,x,13,304,5.3,8
cadillac,mid_size,automatic_shift,z,16.6,382,6.2,8
dodge,full_size,automatic,z,13,304,6.4,8
audi,mid_size,automatic_shift,d,7.8,213,3,6
porsche,compact,manual,z,11.1,260,3,6
bmw,compact,automatic_shift,z,9.5,223,3,6
honda,mid_size,manual,z,7.4,173,1.5,4
mini,mid_size,automatic_shift,z,8.5,198,2,4
ford,van_wagon,automatic,x,16.2,373,4.6,8
ford,pickup,automatic_shift,e,18.7,306,5,8
volvo,compact,automatic_shift,x,10.8,253,3,6
lexus,mid_size,automatic_shift,z,12.9,303,4.6,8
audi,compact,automated_manual,z,10.4,241,2.5,5
ford,compact,manual,x,7.6,179,1.6,4
mercedes_benz,compact,automatic_shift,z,8,186,2,4
nissan,van_wagon,continuously_variable,x,9.9,228,3.5,6
porsche,full_size,automated_manual,z,11.4,262,3,6
mercedes_benz,suv,automatic_shift,z,18.5,413,5.5,8
bmw,compact,manual,z,10,230,3,6
ford,suv,automatic_shift,e,12.7,218,2.5,4
honda,suv,continuously_variable,x,7.8,181,1.5,4
volvo,van_wagon,automatic_shift,x,11.2,259,3,6
mini,two_seater,automatic_shift,z,8,186,1.6,4
porsche,compact,automated_manual,z,11.2,268,3.8,6
toyota,mid_size,continuously_variable,x,5.9,137,2.5,4
mercedes_benz,two_seater,automatic_shift,z,11.7,269,4.7,8
volkswagen,compact,manual,x,7.2,168,1.4,4
toyota,pickup,automatic_shift,x,14.9,349,4.6,8
ford,compact,manual,x,8,188,2,4
audi,suv,automated_manual,z,9.9,230,2,4
cadillac,mid_size,automatic_shift,z,10.6,244,2,4
mini,compact,manual,z,7.5,175,1.5,3
honda,full_size,continuously_variable,x,7.3,170,1.5,4
bmw,compact,manual,z,11.7,273,3,6
hyundai,full_size,automatic_shift,x,8,191,2.4,4
hyundai,full_size,automatic_shift,x,9.1,212,2,4
jeep,suv,manual,x,9.3,216,2,4
nissan,compact,automatic,x,7.8,179,1.6,4
dodge,van_wagon,automatic,x,11.7,276,3.6,6
porsche,full_size,automated_manual,z,10.7,250,3,6
jeep,suv,automatic,x,12.8,299,3.6,6
buick,suv,automatic,z,10.6,248,2,4
volvo,suv,automatic_shift,x,11.2,264,3.2,6
audi,two_seater,automatic,z,14.7,336,4.2,8
lexus,compact,automatic_shift,z,10.8,258,3.5,6
kia,mid_size,automatic_shift,x,7.6,175,1.8,4
buick,suv,automatic_shift,x,11.8,277,3.6,6
jaguar,two_seater,manual,z,12.6,296,3,6
mazda,compact,manual,x,7.4,170,1.5,4
gmc,suv,automatic,z,10.2,239,2,4
porsche,compact,manual,z,11,257,3,6
cadillac,full_size,automatic_shift,x,11.6,272,3.6,6
porsche,two_seater,manual,z,9.7,229,2,4
chevrolet,pickup,automatic,x,11.7,275,2.7,4
ford,pickup,automatic_shift,d,9.8,264,3,6
jaguar,mid_size,automatic_shift,z,10.5,242,2,4
mini,mid_size,automatic_shift,z,8.9,207,2,4
jeep,suv,automatic,x,10,240,3.2,6
dodge,full_size,automatic,x,12.9,302,5.7,8
toyota,pickup,manual,x,12.9,300,3.5,6
honda,mid_size,manual,x,8.9,207,2.4,4
chevrolet,van_wagon,automatic,x,19,437,6,8
bmw,suv,automatic_shift,z,13.3,317,4.4,8
nissan,pickup,automatic,x,12.2,286,2.5,4
mercedes_benz,suv,automatic,z,15,347,4.7,8
ford,suv,automatic_shift,x,14.2,327,3.5,6
dodge,full_size,automatic,z,12.7,305,6.4,8
hyundai,compact,automatic_shift,x,7.7,179,1.6,4
ford,suv,automatic_shift,x,12.7,298,3.5,6
honda,suv,automatic,x,12,276,3.5,6
kia,full_size,automatic_shift,x,10.2,238,3.3,6
nissan,mid_size,continuously_variable,x,9.3,214,3.5,6
audi,two_seater,automatic,z,14.8,347,5.2,10
toyota,compact,automatic,x,7.4,173,1.5,4
dodge,mid_size,manual,x,8.1,189,2,4
porsche,compact,manual,z,10.1,237,3,6
mercedes_benz,compact,automatic_shift,z,11.4,268,4.7,8
gmc,pickup,automatic,x,11.3,260,2.5,4
bmw,compact,automatic_shift,z,9.6,224,3,6
ford,compact,automatic_shift,x,10.4,244,2.3,4
honda,mid_size,manual,z,7.8,183,1.5,4
bmw,compact,automatic_shift,z,9.6,221,3,6
cadillac,full_size,automatic_shift,x,11.6,272,3.6,6
kia,suv,automatic,x,10.3,237,2.4,4
mercedes_benz,suv,automatic_shift,z,18.2,419,5.5,8
jeep,suv,automatic,e,12.5,206,2.4,4
jaguar,two_seater,automatic_shift,z,11.3,265,3,6
ford,full_size,automatic_shift,e,15.6,256,3.5,6
ford,pickup,automatic_shift,x,10.9,256,2.3,4
porsche,suv,automatic,z,14.2,334,4.8,8
jaguar,suv,automatic_shift,z,9.8,231,2,4
mercedes_benz,compact,automatic,z,10.7,253,3,6
chevrolet,two_seater,manual,z,13.4,313,6.2,8
ford,compact,manual,x,8.9,205,2,4
chevrolet,van_wagon,manual,x,7.4,174,1.4,4
toyota,suv,automatic_shift,x,9.5,218,2.5,4
mini,compact,automatic_shift,z,8.4,197,2,4
mercedes_benz,mid_size,automatic,z,10.9,255,3,6
subaru,mid_size,continuously_variable,x,7.9,185,2.5,4
volkswagen,compact,automatic,x,9.4,216,2,4
ford,mid_size,automatic_shift,x,8.8,205,2.5,4
volkswagen,compact,automatic_shift,x,8.8,200,1.8,4
bmw,full_size,automatic_shift,z,12.7,294,4.4,8
mini,compact,manual,z,9,210,2,4
hyundai,full_size,automated_manual,x,4.2,99,1.6,4
nissan,pickup,manual,x,13.3,306,4,6
ford,suv,automatic_shift,x,13,299,3.5,6
honda,full_size,manual,x,7.9,185,1.5,4
nissan,two_seater,manual,z,11.8,279,3.7,6
volkswagen,compact,automated_manual,x,8.6,202,2,4
ford,compact,manual,x,11.2,258,3.7,6
infiniti,compact,automated_manual,z,9.3,221,2,4
dodge,two_seater,manual,z,16.6,387,8.4,10
buick,suv,automatic,x,11.8,277,3.6,6
infiniti,suv,continuously_variable,z,10.5,246,3.5,6
toyota,pickup,automatic_shift,x,11.9,280,3.5,6
volkswagen,suv,automatic_shift,x,10.5,245,2,4
nissan,mid_size,continuously_variable,x,8.1,190,2.5,4
gmc,pickup,automatic,x,12.7,298,5.3,8
toyota,mid_size,continuously_variable,x,7.5,174,1.8,4
infiniti,compact,automatic_shift,z,11,259,3,6
mercedes_benz,suv,automatic_shift,d,8.5,230,2.1,4
toyota,compact,automatic,x,7.3,168,1.5,4
bmw,compact,automatic_shift,z,12.1,283,4.4,8
chevrolet,suv,automatic,x,13.4,314,5.3,8
gmc,suv,automatic,e,18.4,294,5.3,8
dodge,full_size,automatic,x,13.3,312,5.7,8
hyundai,mid_size,automatic_shift,x,7.4,176,1.8,4
mazda,suv,automatic_shift,x,12.3,283,3.7,6
bmw,suv,automatic_shift,z,14.6,341,4.4,8
dodge,suv,automatic,x,11.1,255,2.4,4
lexus,compact,automatic_shift,z,9.1,214,2,4
mini,two_seater,automatic_shift,z,7.6,175,1.6,4
ford,pickup,automatic_shift,x,10.8,253,2.7,6
bmw,compact,automatic_shift,z,9.7,231,3,6
gmc,suv,automatic,x,10,230,2.4,4
infiniti,suv,continuously_variable,z,10.3,242,3.5,6
ford,compact,automatic_shift,x,9.4,219,2.3,4
jeep,suv,automatic,x,14,328,5.7,8
ford,compact,automated_manual,e,10.3,170,2,4
audi,compact,automated_manual,z,12.9,297,4.2,8
gmc,van_wagon,automatic,x,18.8,441,6,8
buick,mid_size,manual,z,9.7,230,2,4
volvo,suv,automatic_shift,z,10,232,2,4
ford,suv,automatic_shift,x,12.2,291,3.5,6
