Course Name,category,sub Category,AVG Rating,number ratings,enrollment,last UPDATED,,lectures,duration,COST,COST2,discount,inst rating,inst review,inst student
Modern JavaScript From The Beginning,development,Software Engineering,4.4,2049,7907,7/2020,,137,24h 3m,,EUR17.41,92%,4.5,3486,14894
Arabic of the Quran from Beginner to Advanced,office productivity,Microsoft,4.5,11028,47126,6/2016,,47,3h 24m,CAD$19.99,EUR28.14,76%,4.4,15677,71100
CISSP Certification: CISSP Domain 7 & 8 Video Boot Camp 2020,it software,Hardware,3.6,213,839,10/2020,,108,13h 1m,CAD$16.99,,88%,3.7,915,19271
The Complete Guide to Django REST Framework and Vue JS,development,Game Development,4.6,1601,11452,9/2020,,75,13h 7m,CAD$16.99,,85%,4.6,3269,15256
,,,,,,,,,,,,,,,
Ultimate Web Content Writing Masterclass+Power words eBook,office productivity,Microsoft,4.3,928,11555,1/2020,,46,4h 30m,CAD$27.99,EUR18.75,88%,4.5,42533,307795
Project Management with Primavera P6,business,Data & Analytics,4.7,941,5478,8/2018,,81,8h 16m,CAD$16.99,,81%,4.5,462859,1573740
The Complete Audiobook Production and Narration Course,business,Data & Analytics,4.5,2103,21473,5/2020,,45,4h 5m,CAD$16.99,,90%,4.5,339445,1161819
How to Draw and Sketch for Absolute Beginners,marketing,Social Media Marketing,4.4,24592,158681,4/2020,,40,12h 27m,CAD$16.99,,88%,4.4,46748,340215
Crash Course Electronics and PCB Design,design,3D & Animation,4.5,1256,20122,6/2020,,97,11h 24m,CAD$25.99,,60%,4.6,168588,720268
TOTAL: CompTIA A+ Certification (220-1002) Practice Tests.,business,Real Estate,4.8,761,3302,5/2017,,70,53m,CAD$16.99,,89%,4.6,13506,54276
Informatica Power Center Administration,it software,Operating Systems,4.4,4828,22184,5/2020,,53,12h 24m,CAD$51.99,,89%,4.4,40062,218934
,,,,,,,,,,,,,,,
Mastering Architecture and Real Estate Photography,personal development,Personal Finance,4.5,1272,15640,9/2020,,196,11h 11m,CAD$19.99,,84%,4.4,36428,306687
[2020] Growth Hacking with Digital Marketing (Version 7.2),teaching academics,Math,4.6,6445,40359,9/2020,,28,9h 56m,CAD$20.99,,91%,4.7,32198,125219
ES6 Javascript: The Complete Developer's Guide,development,Software Testing,4.4,1596,10578,7/2020,,63,9h 4m,CAD$23.99,,86%,4.4,31525,74252
Data Warehouse Concepts: Basic to Advanced concepts,it software,Other,4.5,4037,22724,10/2020,,93,17h 30m,CAD$21.99,,92%,4.4,9208,46923
5G Mobile Networks: Modern Wireless Communication,it software,IT Certification,4.5,94,588,7/2019,,172,23h 0m,CAD$16.99,,89%,4.1,47720,626817
"Graphic Design Bootcamp: Photoshop, Illustrator, InDesign",design,Other,4.2,1349,4147,4/2020,,43,1h 43m,CAD$16.99,,77%,4.2,2999,8891
bizSAFE 1 for CEO's and Top Management,business,Data & Analytics,4.4,911,4702,4/2020,,47,4h 55m,CAD$19.99,,91%,4.6,52067,470100
AWS Certified DevOps Engineer: Get 3 Certifications 2020,it software,Network & Security,4.2,913,36976,11/2019,,77,13h 15m,,EUR11.38,56%,4.2,964,37379
Personal Branding Mastery: The System To Reinvent Yourself!,music,Music Software,4.6,822,3480,3/2017,,48,3h 10m,CAD$23.99,EUR13.4,88%,4.5,2441,16577
How To Become A Shopify Expert (From Zero To Hero !),business,Data & Analytics,4.1,443,1264,8/2020,,163,14h 56m,CAD$29.99,,43%,4.1,526,1502
Blockchain and Bitcoin Fundamentals,it software,Hardware,4.5,1487,8343,2/2020,,64,4h 53m,CAD$21.99,,88%,4.6,16672,47836
Java 8 New Features In Simple Way,it software,Hardware,4.4,807,5502,10/2020,,425,10h 48m,CAD$20.99,,43%,4.6,16672,47836
,,,,,,,,,,,,,,,
AWS Essentials,it software,Hardware,4.5,1010,15129,8/2020,,94,7h 3m,CAD$19.99,,84%,4.5,12963,92964
Alteryx: Real-Life Exercises For Data Analytics!,business,Finance,4.4,125,4123,9/2020,,143,11h 24m,CAD$17.99,,84%,3.5,2499,61132
The Web Developer Bootcamp 2020,development,Programming Languages,4.2,4263,19961,9/2019,,90,11h 9m,CAD$16.99,EUR42.21,84%,4.2,13610,114806
"Film, TV, & Video Game Music Composition + Production Basics",music,Instruments,4.7,1341,18683,6/2020,,128,8h 19m,CAD$27.99,EUR18.75,88%,,8189,117217
Certified Bitcoin Professional: Pass The Certification Exam,it software,Other,4.8,1973,14695,6/2018,,188,16h 16m,CAD$16.99,EUR11.38,32%,4.7,165670,562565
Master Microsoft Excel Macros and Excel VBA,personal development,Personal Transformation,4.3,1210,8995,10/2020,,32,1h 22m,CAD$17.99,,87%,4.7,56917,177121
Financial Risk Manager (FRM) Certification: Level I,business,Communications,4.3,556,5651,7/2017,,204,16h 1m,CAD$21.99,,90%,4.1,666,7662
"From Wire to PLC , A Bootcamp In Industrial Automation",it software,Hardware,4.6,1049,9643,3/2018,,336,56h 51m,CAD$84.99,,92%,4.5,12963,92964
The Complete Freelance Writing Online Course:Beginner to Pro,music,Instruments,4.6,33966,277769,9/2020,,28,5h 50m,CAD$19.99,,92%,4.6,35910,299296
The Complete Android Kotlin Developer Course,development,Data Science,4.5,2101,76216,4/2018,,29,2h 11m,,EUR14.06,80%,4.4,5093,173507
"Mobile App Marketing 2020: ASO, Advertising & Monetization",health fitness,Dance,4.5,215,4191,4/2014,,17,3h 29m,CAD$16.99,,89%,4.5,2142,15522
Speak Thai from Day One - A Complete Beginner's Course,personal development,Personal Finance,4.4,8970,42171,8/2020,,46,6h 49m,CAD$17.99,,89%,4.4,19114,66928
CheckPoint Firewall R80.10 - Complete Training Bootcamp,it software,IT Certification,4.4,442,1257,4/2020,,42,4h 55m,,EUR13.39,88%,4.2,911,2533
Advanced Javascript,development,Databases,4.4,2807,12256,1/2019,,59,10h 5m,CAD$16.99,EUR44.89,84%,4.5,13645,95995
Excel to Access: Intro to Microsoft Access for Excel Users,personal development,Career Development,4.4,887,3718,12/2019,,170,15h 53m,CAD$21.99,EUR42.21,84%,4.4,963,3867
,,,,,,,,,,,,,,,
Kotlin for Beginners: Learn Programming With Kotlin,development,Software Engineering,4.1,1026,5159,9/2017,,50,3h 44m,CAD$20.99,EUR32.16,32%,4.2,21822,84160
"Reiki Level I, II and Master/Teacher Program",music,Instruments,4.4,1592,12904,5/2017,,98,10h 15m,CAD$28.99,,58%,4.4,1592,12904
Oracle Cloud Infrastructure Ass Arch Part 2 1Z0-932 1Z0-1072,it software,Other,4.3,117,586,8/2020,,51,4h 13m,,EUR11.38,67%,4.3,172,1266
Complete Rigging Course: Moho & Anime Studio,design,3D & Animation,4.9,150,2925,10/2020,,73,11h 37m,CAD$16.99,,90%,4.5,1304,7624
Business Model Innovation: Differentiate & Grow Your Company,business,Finance,4.2,906,4154,9/2020,,164,10h 5m,CAD$16.99,,86%,4.4,17599,100305
Ableton Push - Workflow and Production,teaching academics,Social Science,4.4,713,3176,10/2020,,109,7h 46m,CAD$16.99,,84%,4.4,16852,53475
Oracle Cloud Infrastructure Ass Arch PartI (1Z0-932)1Z0-1072,it software,IT Certification,4.6,2242,13148,2/2020,,103,12h 51m,CAD$16.99,,92%,4.6,63201,251388
Advanced AI: Deep Reinforcement Learning in Python,development,Software Engineering,4.2,3023,17851,6/2020,,126,16h 48m,,EUR14.73,90%,4.3,7526,35489
,,,,,,,,,,,,,,,
TOTAL: CompTIA Security+ Certification (SY0-501).,it software,Other,4.3,909,2596,10/2020,,74,13h 13m,CAD$16.99,,62%,4.5,7900,15995
Instagram Marketing 2020: Complete Guide To Instagram Growth,music,Vocal,4.4,1167,6494,8/2020,,66,7h 11m,CAD$20.99,,32%,4.4,1167,6495
Learn Linux in 5 Days and Level Up Your Career,it software,Network & Security,3.8,396,2578,9/2020,,20,2h 28m,CAD$16.99,,69%,4.3,25989,242683
Complete Modern C++ (C++11/14/17),development,Web Development,4.8,25502,112176,10/2019,,207,2h 54m,,EUR11.38,60%,4.6,187702,902713
CFAÂ® Level 1 (2020/21) - Complete Fixed Income,design,User Experience,4.4,28313,64189,11/2019,,110,17h 35m,CAD$16.99,,84%,4.4,28313,64190
Train the Trainer 101: For Beginners Only!,lifestyle,Arts & Crafts,4.5,891,6960,11/2018,,74,3h 46m,CAD$19.99,,32%,4.5,1099,7900
Microsoft Windows Server 2016 Certification (70-741),it software,Other,4.4,1177,7122,7/2020,,31,2h 6m,CAD$16.99,,86%,4.5,49502,376835
Blue Prism Certified Solution Designer(ASD01) Exam-100% PASS,business,Management,4.5,2889,11896,4/2019,,59,6h 14m,CAD$19.99,,88%,4.4,7353,23953
Microsoft SQL Server 2012 Certification Training Exam 70-461,development,Databases,4.5,3318,15608,1/2017,,148,12h 19m,,EUR13.39,64%,4.3,,1204582
C# Basics for Beginners: Learn C# Fundamentals by Coding,development,Programming Languages,4.4,15081,159246,9/2019,,110,21h 5m,CAD$16.99,,91%,4.6,652986,1979353
The Comprehensive 2020 Android Development Masterclass,development,Game Development,3.6,177,1101,10/2020,,44,5h 7m,CAD$19.99,,88%,3.8,250,1504
Process Visualization with HMI / SCADA (PLC III),it software,IT Certification,4.4,4072,19680,7/2020,,192,7h 59m,CAD$16.99,,92%,4.4,17156,118598
End to End automation testing with Cypress,development,Web Development,4.6,859,3620,8/2020,,65,6h 36m,CAD$16.99,,89%,4.6,2603,10599
The RedTeam Blueprint - A Unique Guide To Ethical Hacking,business,Data & Analytics,4.5,11057,41342,10/2020,,77,6h 46m,CAD$16.99,,86%,4.5,12611,45098
React Hooks,development,Development Tools,4,253,1693,10/2019,,74,13h 5m,CAD$20.99,,92%,4.4,9208,46923
Deep Learning: Recurrent Neural Networks in Python,development,Web Development,4.3,2666,13888,9/2020,,67,9h 4m,CAD$24.99,,69%,4.3,4288,23148
CompTIA A+ Certification 220-902: Practice Tests,it software,Hardware,4.6,2915,12215,9/2020,,29,2h 19m,,EUR11.38,69%,4.6,2915,12215
Adobe Photoshop CC Essentials | Photoshop Masterclass,design,3D & Animation,3.9,35,196,3/2020,,97,8h 45m,CAD$19.99,,69%,4.3,481,3242
Learn Spring Boot in 100 Steps - Beginner to Expert,development,Development Tools,4.7,2910,18125,6/2020,,91,10h 51m,,EUR13.39,87%,4.5,92301,476330
Certified Information Systems Auditor CISA (Part 1 of 2),it software,Network & Security,4.4,4619,24738,5/2020,,41,3h 1m,CAD$23.99,,58%,4.6,90008,285853
Beginner Nikon Digital SLR (DSLR) Photography,lifestyle,Arts & Crafts,4.5,2739,13441,8/2020,,17,3h 11m,CAD$19.99,,84%,4.5,5104,21761
Salesforce Marketing Cloud Email Specialist Certification,office productivity,Microsoft,4.5,3155,16648,1/2020,,20,1h 24m,CAD$19.99,EUR13.39,87%,4.5,11922,53659
Universal React with Next.js - The Ultimate Guide,development,Web Development,4.6,693,7262,5/2019,,196,16h 28m,CAD$21.99,,92%,4.6,796,8047
Arduino Programming and Hardware Fundamentals with Hackster,it software,Hardware,4.7,697,2477,8/2020,,107,12h 19m,CAD$19.99,EUR13.39,69%,4.7,1708,5417
Machine Learning with Javascript,development,Data Science,4.4,1906,15332,10/2020,,306,55h 46m,CAD$24.99,,92%,4.5,246008,1145810
SQL for Beginners: Learn SQL using MySQL and Database Design,development,Data Science,4.4,1914,17582,6/2020,,77,13h 4m,,EUR11.38,86%,4.5,339445,1162093
"NativeScript + Angular: Build Native iOS, Android & Web Apps",development,Programming Languages,4.4,924,6096,4/2019,,65,8h 39m,CAD$34.99,EUR24.79,92%,4.4,23374,121576
Modern PR â€” How To Get Press Coverage For Your Business,health fitness,General Health,4.5,914,4090,10/2020,,26,2h 18m,CAD$16.99,,86%,4.4,2581,8558
Unity Tech Art: Realistic Lighting For Game Development,development,Web Development,4.6,8953,36577,10/2018,,116,14h 58m,CAD$21.99,,79%,4.5,193164,454107
TABLEAU 2018: Hands-On Tableau Training For Data Science!,design,Graphic Design,4.5,2862,19295,5/2019,,138,15h 17m,CAD$23.99,,80%,4.5,11782,75256
CompTIA Security+ (SY0-501) Complete Course & Practice Exam,it software,IT Certification,4.1,596,2188,12/2019,,60,5h 20m,,EUR12.05,43%,4.3,2456,35962
The Complete ASP.NET MVC 5 Course,development,Data Science,4.6,3158,23943,8/2020,,72,11h 36m,CAD$16.99,,89%,4.6,100829,404488
APIs: Crash Course,development,Software Engineering,4.2,676,3188,6/2013,,19,2h 12m,,EUR11.38,43%,4.2,1170,6132
Become a Good Matlab Programmer in 30 days,development,Programming Languages,4.4,4448,18685,3/2019,,122,14h 59m,CAD$20.99,EUR14.06,84%,4.3,5565,31132
Become a HVAC Professional - Part 1/3- Fundamentals & Basics,photography,Photography Fundamentals,4.3,1061,66336,4/2020,,78,4h 14m,CAD$16.99,,75%,4.5,245360,2011894
Deep Learning A-Zâ„¢: Hands-On Artificial Neural Networks,development,Web Development,4.2,281,1740,7/2020,,79,10h 28m,,EUR23.44,87%,4.2,13610,114789
JNCIA-Junos JN0-103 Practice Exams,it software,Other,4.5,66,137,8/2020,,114,47h 47m,,EUR11.38,76%,4.5,218,151
Go Java Full Stack with Spring Boot and Angular,development,Development Tools,4.6,1381,10766,1/2020,,92,15h 30m,CAD$16.99,,71%,4.4,28778,167870
Certified Six Sigma Yellow Belt Training,business,Finance,4.6,4299,18425,9/2020,,49,3h 53m,CAD$16.99,,83%,4.6,7116,25748
Investment Banking: Venture Capital FundRaising Masterclass,business,Media,4.5,515,3701,7/2020,,46,5h 11m,CAD$16.99,,87%,4.3,2358,34710
Active Directory on Windows Server 2016,it software,IT Certification,4.4,1197,4599,8/2020,,132,11h 36m,CAD$16.99,,89%,4.3,3659,12068
Anatomy for Figure Drawing: Mastering the Human Figure,design,Architectural Design,4,271,1348,7/2018,,66,7h 7m,CAD$27.99,,84%,4.3,2833,16352
Essential Poker Math for No Limit Holdem,personal development,Personal Transformation,4.5,864,6421,9/2020,,5,1h 32m,CAD$17.99,EUR40.87,80%,4.4,80108,271227
Microsoft Excel for Project Management - Earn 5 PDUs,business,Communications,4.2,756,2966,10/2020,,75,8h 7m,CAD$20.99,,67%,4.4,2385,12039
,,,,,,,,,,,,,,,
Certified Quality Engineer Training,design,Graphic Design,4.7,1355,7795,3/2020,,27,5h 3m,CAD$17.99,,88%,4.6,4461,27289
ARCHICAD 22: Beginner and Intermediate Level,music,Instruments,4.7,203,1962,1/2019,,119,18h 14m,CAD$23.99,,83%,4.5,416,23726
How to Start an Amazon FBA Store on a Tight Budget,business,Finance,4.2,699,5602,8/2019,,630,123h 59m,CAD$21.99,,91%,4.3,10625,76889
RPG Core Combat Creator: Learn Intermediate Unity C# Coding,development,Web Development,3.7,581,2950,2/2017,,46,5h 23m,,EUR11.38,85%,4,52857,324758
Investing Success: Learn Keys From A Millionaire Investor!,office productivity,Other,4.5,806,3681,4/2020,,50,2h 33m,CAD$19.99,EUR18.09,88%,4.5,943,6958
ArcPy for Python Developers using ArcGIS Pro,development,Development Tools,4.1,348,1470,10/2020,,265,17h 17m,CAD$21.99,,78%,4.2,653,2634
"Music Theory Comprehensive Complete! (Levels 1, 2, & 3)",lifestyle,Arts & Crafts,4.6,2256,10274,12/2017,,54,5h 35m,CAD$119.99,EUR80.39,81%,,2280,10367
Magento 2 Certified Professional Developer : Full course,it software,Network & Security,4.5,184,1838,2/2020,,91,7h 19m,CAD$16.99,,87%,4.5,15927,108722
Scratch Game Programming for Young Adults,development,Data Science,4.6,2776,20103,7/2020,,151,12h 45m,CAD$16.99,,89%,4.5,89865,405845
"Learn SCADA from Scratch - Design, Program and Interface",it software,IT Certification,4.4,550,2840,7/2019,,58,4h 56m,CAD$16.99,,89%,4.2,6092,47361
Master ASP.NET MVC Core 3.1,development,Web Development,4.5,620,3283,9/2020,,173,18h 59m,CAD$16.99,EUR24.12,88%,4.5,10383,70011
SQL & Database Design A-Zâ„¢: Learn MS SQL Server + PostgreSQL,development,Programming Languages,4.1,799,5544,8/2020,,161,30h 9m,,EUR21.43,92%,4.2,5048,57476
[1Z0-932] Oracle Cloud Infrastructure 2018 Architect,it software,IT Certification,4.5,889,3019,12/2018,,37,4h 6m,,EUR11.38,49%,4.3,25989,242683
AWS Certified Cloud Practitioner- Updated:400+ Questions,it software,IT Certification,4.6,3540,32202,9/2020,,56,4h 31m,,EUR14.73,91%,4.7,165670,562565
Reinforcement Learning with Pytorch,development,Software Engineering,4.7,814,7269,9/2020,,108,10h 10m,CAD$16.99,,80%,4.7,165670,562565
The Complete Developers Guide to MongoDB,development,Web Development,4.6,5222,37696,12/2018,,208,33h 10m,,EUR14.73,88%,4.5,42533,307830
"React - The Complete Guide (incl Hooks, React Router, Redux)",development,Game Development,4.5,2300,12964,1/2020,,111,17h 18m,,EUR12.05,75%,4.7,13999,64522
Automate the Boring Stuff with Python Programming,development,Programming Languages,4.5,521,5528,12/2015,,40,4h 31m,CAD$21.99,EUR28.14,88%,4,52857,324758
MS-900 Microsoft 365 Fundamentals Exam Practice,business,Data & Analytics,4.4,2460,20360,12/2018,,97,9h 48m,CAD$51.99,,84%,4.5,89865,405845
Copywriting secrets - How to write copy that sells,teaching academics,Test Prep,4.5,1641,9429,8/2020,,145,4h 38m,CAD$17.99,,57%,4.5,1641,9426
A Beginner's Guide to Augmented Reality with Unity,development,Web Development,4.6,3782,15979,10/2020,,62,4h 9m,CAD$16.99,,68%,4.7,87085,224428
"Beginner Full Stack Web Development: HTML, CSS, React & Node",development,Web Development,4.7,2707,16822,10/2020,,110,4h 22m,,EUR11.38,81%,4.4,11785,62273
How a Building is Designed and Built - Part 1 of 6,design,User Experience,4,494,2400,8/2017,,72,8h 13m,CAD$25.99,,88%,3.7,1009,14362
Splunk 2020 - Beginner to Architect,design,3D & Animation,4.6,1604,8852,9/2020,,82,9h 3m,CAD$16.99,,88%,4.7,94805,313051
Become a Calculus 3 Master,health fitness,Dance,4.6,186,1019,1/2018,,90,6h 50m,CAD$20.99,,73%,4.6,731,6592
Business Analysis Modeling Skills & Techniques,business,Finance,4.7,1165,25173,10/2020,,247,31h 40m,CAD$19.99,,88%,4.7,5298,115155
SAP Security Training,it software,IT Certification,4.5,925,6128,7/2020,,87,10h 51m,CAD$16.99,,72%,4.4,16470,78878
Grammar Boot Camp: Easy Lessons for Common Writing Mistakes,music,Production,4.5,10083,41355,9/2020,,129,10h 59m,CAD$17.99,EUR46.9,90%,4.5,10083,58259
Salesforce Data Architecture & Management Designer,it software,IT Certification,4,385,4221,10/2020,,56,5h 39m,,EUR19.42,90%,4.2,3416,18401
Serverless React with AWS Amplify - The Complete Guide,development,Software Testing,4.5,879,7844,10/2020,,107,9h 11m,CAD$16.99,EUR22.78,86%,4.5,1085,9085
iOS 11 & Swift 4: From Beginner to Paid Professionalâ„¢,development,Development Tools,4.5,5002,27105,8/2020,,176,13h 58m,,EUR11.38,67%,4.6,20815,139559
Practical Deep Learning with PyTorch,development,Mobile Apps,4.6,4509,39810,8/2020,,135,13h 53m,,EUR11.38,88%,4.4,45494,287241
"Build a Slack Chat App with React, Redux, and Firebase",development,Development Tools,4.4,360,1386,5/2019,,46,2h 6m,CAD$21.99,,83%,4.3,711,2327
Wireshark: Packet Analysis and Ethical Hacking: Core Skills,business,Finance,4.3,1348,8361,10/2020,,155,12h 9m,CAD$23.99,,88%,4.3,20011,121365
The Ultimate Excel Programmer Course,development,Programming Languages,4.4,13268,100243,8/2020,,212,12h 31m,CAD$17.99,EUR12.05,91%,4.4,14859,118994
Getting Started With Apache Cassandra ,development,Software Engineering,4.4,10799,54059,9/2020,,170,10h 22m,CAD$23.99,EUR16.07,79%,4.4,94310,417971
Nutanix Certified Professional Training Course (Updated),business,Home Business,4.3,1957,9551,10/2020,,45,4h 7m,CAD$21.99,,90%,4.4,8724,90317
Be a Game Maker with GameMaker Studio 2,development,Web Development,4.6,351,2761,10/2020,,89,10h 56m,CAD$20.99,,67%,4.4,24003,232079
ServiceNow Developer Practice Exams (All versions - 2020),it software,IT Certification,4.5,6635,28027,8/2020,,22,2h 26m,,EUR18.75,86%,4.4,12357,55285
Google Apps Script Complete Course - Beginner to Advanced,development,Data Science,4.4,3439,17459,10/2020,,52,6h 17m,CAD$19.99,,66%,4.6,652986,1978937
Angular Testing Masterclass (with FREE E-Book),development,Data Science,4.3,510,4911,12/2019,,91,13h 57m,CAD$17.99,,89%,4.5,246008,1145810
Scrum Master Exam Prep,it software,IT Certification,4.3,585,1576,1/2020,,14,6h 9m,,EUR12.05,87%,4.2,884,9398
Practice Exams | AWS Certified Developer Associate 2020,development,Game Development,4.4,609,2817,7/2019,,353,25h 55m,CAD$16.99,,87%,4.4,609,2817
Life Coach Certification Associate ACELC Life Coach Training,photography,Other,4.6,577,4287,11/2017,,64,7h 25m,CAD$21.99,,92%,4.5,4842,33727
Crush Micro Stakes Online Poker: The Complete Mastery Guide,personal development,Leadership,4.4,6650,36457,8/2020,,128,9h 33m,CAD$19.99,EUR27.47,51%,4.5,30146,105935
Selenium WebDriver with Java -Basics to Advanced+Frameworks,development,Programming Languages,4.6,13618,78391,10/2019,,21,3h 5m,CAD$31.99,EUR21.43,87%,4.5,193164,454193
How To Create & Sell Your Own Guided Meditations from Home,music,Other,4.6,1339,6829,8/2019,,123,8h 4m,CAD$16.99,EUR29.48,89%,4.6,1378,6865
