category,avg_rating,number_ratings,enrollment,last_updated,lectures,duration,cost,discount,inst_rating,inst_review,inst_student
development,4.7,12880.0,54424.0,17.0,83.0,1204.0,16.990340000000003,80.0,4.6,509994.0,1193050.0
development,4.4,359.0,2144.0,19.0,27.0,218.0,16.99,49.0,4.4,7731.0,32830.0
it_software,4.3,374.0,3909.0,19.0,96.0,596.0,39.99,62.0,4.2,7513.0,66526.0
development,4.5,1110.0,6669.0,19.0,304.0,823.0,16.99,91.0,4.6,7303.0,26724.0
office_productivity,3.2,199.0,1250.0,20.0,80.0,194.0,21.99,43.0,4.4,16214.0,105225.0
design,4.6,13541.0,49342.0,20.0,27.0,160.0,21.99,51.0,4.5,21728.0,147672.0
business,4.5,3902.0,17732.0,20.0,136.0,493.0,21.99,85.0,4.4,22226.0,80709.0
development,4.4,14164.0,317793.0,19.0,72.0,1033.0,16.990340000000003,32.0,3.9,86364.0,1205315.0
personal_development,4.6,853.0,2872.0,20.0,211.0,755.0,19.99,32.0,4.5,2670.0,7611.0
development,4.0,196.0,1596.0,20.0,40.0,345.0,16.99,88.0,4.0,52857.0,324693.0
development,4.6,2344.0,17012.0,19.0,141.0,810.0,16.990340000000003,92.0,4.7,9254.0,121295.0
personal_development,4.6,1307.0,13845.0,20.0,48.0,117.0,16.99,92.0,4.5,2609.0,28126.0
office_productivity,3.8,772.0,3803.0,20.0,123.0,530.0,17.99,84.0,3.9,1536.0,6666.0
office_productivity,4.3,3179.0,15262.0,20.0,15.0,187.0,17.99,90.0,4.4,14384.0,63776.0
development,4.5,1561.0,9501.0,20.0,77.0,626.0,16.990340000000003,86.0,4.4,1723.0,16026.0
personal_development,4.9,228.0,1371.0,20.0,186.0,284.0,16.99,88.0,4.7,1601.0,4316.0
office_productivity,4.7,3548.0,34100.0,20.0,40.0,178.0,16.99,88.0,4.6,214436.0,707746.0
it_software,4.4,4280.0,23664.0,20.0,36.0,229.0,16.990340000000003,86.0,4.6,63201.0,251388.0
personal_development,4.3,1069.0,7120.0,19.0,124.0,554.0,21.99,88.0,4.3,1137.0,7480.0
business,4.3,4971.0,26396.0,15.0,52.0,323.0,199.99,80.0,4.5,339445.0,1162093.0
business,4.4,4365.0,19141.0,20.0,23.0,134.0,19.99,85.0,4.5,4934.0,21097.0
development,4.2,1819.0,11471.0,20.0,49.0,243.0,20.99,86.0,4.2,1988.0,11983.0
it_software,4.3,663.0,5559.0,20.0,67.0,644.0,23.99,32.0,4.4,1529.0,10469.0
marketing,4.4,824.0,2732.0,20.0,40.0,324.0,16.99,90.0,4.4,3926.0,38603.0
development,4.7,3618.0,65646.0,19.0,81.0,342.0,16.990340000000003,90.0,4.6,21662.0,283082.0
personal_development,4.5,534.0,4135.0,18.0,60.0,298.0,19.99,91.0,4.4,80108.0,271227.0
development,4.7,1747.0,10320.0,20.0,83.0,647.0,21.99,89.0,4.6,6447.0,53048.0
business,4.6,2775.0,12741.0,20.0,30.0,117.0,16.99,91.0,4.5,61441.0,190125.0
personal_development,4.7,826.0,8464.0,19.0,63.0,235.0,21.99,90.0,4.7,17768.0,63356.0
marketing,4.4,1271.0,13938.0,20.0,45.0,1710.0,21.99,87.0,4.4,22391.0,256234.0
design,4.6,4470.0,14883.0,20.0,25.0,112.0,16.99,92.0,4.6,5499.0,15710.0
development,4.4,369.0,2352.0,20.0,186.0,1134.0,20.99,89.0,4.4,369.0,2352.0
development,4.5,758.0,2940.0,20.0,77.0,570.0,21.99,92.0,4.5,2468.0,8071.0
development,4.5,33733.0,280502.0,19.0,104.0,776.0,16.990340000000003,77.0,4.5,462859.0,1573740.0
design,4.6,2907.0,19572.0,20.0,23.0,275.0,38.99,89.0,4.6,3245.0,21083.0
it_software,4.5,716.0,3535.0,20.0,50.0,354.0,16.99,87.0,4.5,716.0,3535.0
it_software,4.5,363.0,1424.0,20.0,133.0,637.0,16.99,51.0,4.6,2020.0,4388.0
it_software,4.4,598.0,2238.0,20.0,369.0,3304.0,17.990650000000002,80.0,4.5,826.0,4619.0
business,4.4,398.0,4169.0,13.0,48.0,428.0,16.99,89.0,4.4,398.0,4169.0
it_software,4.6,1355.0,5777.0,20.0,43.0,386.0,21.99189,81.0,4.6,1611.0,7021.0
development,4.5,603.0,4664.0,20.0,45.0,498.0,16.99,90.0,4.5,2587.0,23793.0
development,4.5,955.0,4072.0,20.0,181.0,1032.0,20.99,53.0,4.5,12963.0,92964.0
development,4.1,238.0,3570.0,20.0,61.0,650.0,19.99,85.0,4.0,274.0,5655.0
business,4.1,268.0,1146.0,20.0,47.0,388.0,199.99,83.0,4.3,1100.0,3063.0
business,4.5,2379.0,11432.0,20.0,47.0,476.0,23.99,74.0,4.6,2821.0,13141.0
design,4.3,1983.0,9761.0,19.0,21.0,141.0,54.99,89.0,4.5,30369.0,160204.0
design,4.7,4415.0,24462.0,20.0,15.0,109.0,16.99,32.0,4.7,94805.0,312942.0
development,4.6,4999.0,21478.0,20.0,68.0,374.0,21.99,85.0,4.5,6850.0,36417.0
it_software,3.5,296.0,2367.0,20.0,77.0,1010.0,19.991270000000004,92.0,3.5,296.0,2367.0
development,4.3,677.0,6389.0,20.0,106.0,620.0,16.99,32.0,4.5,89865.0,405914.0
personal_development,4.7,2594.0,13307.0,20.0,115.0,853.0,23.99,83.0,4.6,26035.0,130950.0
office_productivity,4.4,2518.0,17904.0,19.0,27.0,131.0,20.99,89.0,4.4,43121.0,462491.0
business,4.3,2285.0,10396.0,20.0,78.0,276.0,20.99,89.0,4.4,94310.0,417971.0
teaching_academics,4.7,14984.0,56186.0,20.0,29.0,127.0,16.99,62.0,4.7,20282.0,63514.0
it_software,3.9,1590.0,6890.0,20.0,54.0,419.0,17.990650000000002,80.0,4.1,4681.0,24126.0
design,4.4,5839.0,27937.0,18.0,34.0,200.0,16.99,51.0,4.4,17393.0,50598.0
business,4.3,783.0,6310.0,17.0,66.0,483.0,19.99,67.0,4.3,20252.0,165585.0
design,4.7,398.0,6066.0,20.0,75.0,216.0,21.99,82.0,4.5,1428.0,19062.0
development,4.5,1979.0,37671.0,20.0,181.0,892.0,20.99,84.0,4.4,112580.0,556334.0
development,4.4,5690.0,48379.0,20.0,310.0,2900.0,21.99,90.0,4.5,11909.0,79003.0
development,4.4,1908.0,11066.0,20.0,137.0,1293.0,16.99,92.0,4.4,16163.0,105319.0
teaching_academics,4.6,620.0,3024.0,17.0,44.0,394.0,17.99,90.0,4.4,781.0,12098.0
teaching_academics,4.6,728.0,8934.0,20.0,98.0,652.0,17.99,89.0,4.5,14266.0,56908.0
teaching_academics,4.6,2733.0,82164.0,19.0,49.0,124.0,16.99,88.0,4.5,245360.0,2011894.0
development,4.2,453.0,2652.0,19.0,27.0,125.0,16.99,92.0,4.4,7731.0,32830.0
design,4.2,196.0,1087.0,20.0,43.0,289.0,20.99,81.0,4.3,254.0,2650.0
development,4.8,4922.0,15664.0,19.0,46.0,308.0,20.99,87.0,4.8,9493.0,38555.0
design,4.6,1732.0,11326.0,19.0,288.0,2218.0,17.99,60.0,4.5,65191.0,266879.0
it_software,4.5,5466.0,21700.0,17.0,69.0,405.0,19.99,43.0,4.5,19007.0,52026.0
design,4.3,4791.0,18118.0,20.0,50.0,524.0,16.99,88.0,4.7,94805.0,313051.0
business,4.5,5199.0,41781.0,14.0,51.0,354.0,17.99,89.0,4.5,5213.0,41815.0
business,4.4,3837.0,20716.0,17.0,50.0,347.0,16.99,91.0,4.4,10358.0,81718.0
personal_development,4.5,1008.0,5100.0,16.0,140.0,614.0,21.99,32.0,4.5,1076.0,26455.0
development,4.4,11497.0,65978.0,18.0,246.0,1950.0,20.99,88.0,4.5,49583.0,489208.0
personal_development,4.5,8677.0,33337.0,19.0,16.0,48.0,16.99,43.0,4.4,80108.0,271227.0
development,4.2,4843.0,30793.0,20.0,205.0,2016.0,27.993750000000002,43.0,4.3,35003.0,165546.0
personal_development,4.5,1544.0,10519.0,20.0,63.0,372.0,16.99,92.0,4.2,3862.0,49677.0
it_software,4.7,3471.0,67349.0,16.0,47.0,237.0,25.99,92.0,4.5,49411.0,216369.0
development,4.4,2522.0,17961.0,20.0,293.0,1418.0,23.992510000000003,32.0,4.3,17578.0,204552.0
personal_development,4.6,407.0,2892.0,20.0,63.0,346.0,24.99,92.0,4.6,7258.0,55774.0
it_software,4.3,1400.0,12480.0,20.0,88.0,529.0,16.99,81.0,4.7,165670.0,562565.0
business,4.4,643.0,7488.0,17.0,54.0,199.0,19.99,30.0,4.4,10244.0,136157.0
personal_development,4.5,17751.0,56552.0,16.0,42.0,472.0,27.99,88.0,4.5,17799.0,57070.0
design,4.7,422.0,1044.0,20.0,52.0,203.0,16.99,84.0,4.7,422.0,1044.0
development,4.6,13697.0,90846.0,19.0,289.0,1260.0,25.99313,84.0,4.6,652986.0,1979353.0
development,4.5,23997.0,104011.0,20.0,97.0,790.0,16.99,92.0,4.6,85259.0,267367.0
business,4.5,247.0,3049.0,20.0,284.0,1412.0,17.99,88.0,4.5,119842.0,393060.0
it_software,4.6,2256.0,20162.0,18.0,38.0,452.0,17.99,77.0,4.5,49411.0,216369.0
business,4.5,1191.0,20141.0,18.0,127.0,705.0,19.99,88.0,4.5,22767.0,215522.0
business,4.7,2208.0,20585.0,20.0,48.0,271.0,20.99,88.0,4.7,2497.0,21079.0
business,4.3,397.0,2429.0,20.0,32.0,326.0,16.99,84.0,4.5,18423.0,98919.0
personal_development,4.7,255.0,4869.0,12.0,26.0,253.0,17.99,67.0,4.2,261.0,4902.0
development,4.3,1783.0,9254.0,19.0,210.0,993.0,20.99,90.0,4.5,10383.0,70011.0
development,4.0,712.0,5971.0,20.0,52.0,281.0,20.991580000000003,91.0,4.5,13481.0,93664.0
business,4.4,118.0,356.0,20.0,338.0,1139.0,21.99,88.0,4.0,143.0,1182.0
development,4.7,8846.0,54478.0,19.0,26.0,365.0,21.99189,32.0,4.6,273722.0,1176640.0
it_software,4.5,3531.0,15037.0,15.0,47.0,397.0,16.99,89.0,4.5,8170.0,26495.0
teaching_academics,4.4,3066.0,17222.0,20.0,43.0,383.0,54.99,88.0,4.5,6954.0,67587.0
business,4.5,776.0,4512.0,20.0,93.0,717.0,21.99,85.0,4.4,8763.0,37437.0
office_productivity,4.5,1197.0,7585.0,20.0,80.0,307.0,17.99,89.0,4.4,1859.0,9095.0
it_software,4.5,15658.0,47650.0,20.0,165.0,893.0,21.99,85.0,4.6,23401.0,57390.0
development,4.6,5234.0,18422.0,19.0,57.0,352.0,16.99,69.0,4.6,258820.0,671113.0
development,4.5,7106.0,40300.0,20.0,86.0,649.0,20.991580000000003,86.0,4.6,258820.0,671113.0
business,4.3,291.0,1001.0,20.0,176.0,839.0,27.99,83.0,4.6,2627.0,10618.0
personal_development,4.7,17000.0,57288.0,20.0,81.0,582.0,21.99,92.0,4.7,28856.0,110341.0
it_software,4.1,362.0,2243.0,19.0,46.0,626.0,17.990650000000002,87.0,4.2,7513.0,66526.0
development,4.4,1489.0,6344.0,20.0,166.0,963.0,16.990340000000003,92.0,4.4,1681.0,6746.0
marketing,4.4,7035.0,33191.0,20.0,25.0,146.0,19.99,92.0,4.4,10500.0,85050.0
development,4.3,7972.0,39866.0,20.0,83.0,962.0,16.990340000000003,90.0,4.4,30491.0,246623.0
personal_development,4.6,2822.0,18790.0,20.0,54.0,632.0,16.99,69.0,4.5,7338.0,31559.0
business,4.5,397.0,1810.0,14.0,46.0,285.0,16.99,78.0,4.5,766.0,2801.0
office_productivity,4.2,169.0,746.0,20.0,32.0,239.0,19.99,89.0,4.3,415.0,1996.0
personal_development,4.4,73.0,254.0,20.0,122.0,363.0,23.99,88.0,4.4,73.0,255.0
development,4.6,3481.0,13321.0,18.0,171.0,996.0,17.990650000000002,92.0,4.6,13209.0,46550.0
teaching_academics,4.4,919.0,4449.0,16.0,17.0,258.0,16.99,88.0,4.4,926.0,4462.0
personal_development,4.5,3034.0,20499.0,20.0,63.0,359.0,16.99,92.0,4.6,4020.0,24079.0
it_software,4.8,5614.0,35961.0,20.0,30.0,188.0,23.992510000000003,88.0,4.7,165670.0,562565.0
personal_development,4.5,3924.0,17006.0,20.0,6.0,94.0,49.99,76.0,4.4,14339.0,83013.0
development,4.5,513.0,3709.0,20.0,272.0,2254.0,28.994060000000005,60.0,4.4,2502.0,18503.0
it_software,4.4,584.0,1930.0,20.0,52.0,380.0,16.99,51.0,4.6,2020.0,4388.0
personal_development,4.3,262.0,2248.0,20.0,27.0,154.0,17.99,89.0,4.3,262.0,2248.0
personal_development,4.5,522.0,4230.0,18.0,75.0,626.0,17.99,77.0,4.5,5104.0,21761.0
it_software,2.9,44.0,136.0,20.0,79.0,551.0,21.99,33.0,2.9,44.0,136.0
development,4.1,173.0,970.0,20.0,71.0,1440.0,46.99,74.0,4.1,173.0,970.0
business,4.1,84.0,892.0,19.0,186.0,689.0,19.99,89.0,3.7,2140.0,10856.0
marketing,4.1,1801.0,23066.0,20.0,22.0,158.0,16.99,89.0,4.0,5561.0,145895.0
development,4.6,2727.0,14637.0,20.0,69.0,434.0,20.99,32.0,4.5,288507.0,988948.0
development,4.6,32525.0,152874.0,19.0,51.0,220.0,16.99,90.0,4.6,258820.0,671113.0
it_software,4.6,4287.0,27554.0,20.0,70.0,406.0,16.99,92.0,4.7,165670.0,562565.0
it_software,4.1,275.0,9110.0,19.0,70.0,266.0,16.99,82.0,4.0,1309.0,38532.0
development,4.5,5092.0,28520.0,18.0,376.0,1773.0,21.99189,62.0,4.5,60107.0,236203.0
it_software,4.7,16506.0,65119.0,20.0,190.0,1006.0,16.99,88.0,4.6,100190.0,314001.0
it_software,4.4,1141.0,7034.0,20.0,169.0,1275.0,16.99,83.0,4.4,1171.0,7267.0
it_software,4.4,5303.0,27128.0,17.0,16.0,83.0,16.99,64.0,4.3,113570.0,1204639.0
it_software,4.3,3789.0,32818.0,20.0,32.0,128.0,16.99,88.0,4.6,100190.0,314001.0
business,4.6,1993.0,10222.0,20.0,30.0,135.0,16.99,85.0,4.6,9150.0,37732.0
business,4.6,1403.0,10090.0,17.0,74.0,414.0,20.99,80.0,4.4,1686.0,13898.0
development,4.5,538.0,3566.0,20.0,127.0,904.0,17.990650000000002,80.0,4.2,19299.0,214061.0
development,4.1,755.0,4850.0,20.0,70.0,648.0,16.990340000000003,89.0,4.4,28778.0,167870.0
development,4.5,4803.0,18098.0,19.0,91.0,598.0,19.99,32.0,4.6,7303.0,26735.0
it_software,4.7,1764.0,5555.0,13.0,82.0,764.0,16.99,75.0,4.5,7900.0,15995.0
it_software,4.0,79.0,301.0,19.0,113.0,1442.0,55.00212000000001,91.0,4.0,110.0,437.0
it_software,4.2,354.0,4019.0,20.0,63.0,432.0,16.99,89.0,4.6,100190.0,314001.0
it_software,4.2,625.0,2845.0,19.0,40.0,245.0,16.99,51.0,4.2,6030.0,43552.0
business,4.4,1254.0,5887.0,20.0,63.0,237.0,17.99,89.0,4.2,1786.0,16669.0
design,4.5,3964.0,17668.0,20.0,53.0,675.0,23.99,88.0,4.5,5575.0,55536.0
business,4.6,989.0,6873.0,20.0,82.0,418.0,16.99,85.0,4.7,200625.0,581769.0
development,4.7,4222.0,21482.0,19.0,63.0,578.0,19.99,58.0,4.7,282312.0,865160.0
design,4.5,4114.0,15839.0,16.0,116.0,846.0,29.99,86.0,4.4,17393.0,50619.0
business,4.3,442.0,2150.0,20.0,51.0,306.0,20.99,88.0,4.4,16852.0,53475.0
it_software,4.4,2838.0,13972.0,20.0,108.0,375.0,20.99,90.0,4.5,2920.0,14218.0
it_software,4.6,407.0,1871.0,19.0,26.0,76.0,19.991270000000004,84.0,4.3,3392.0,50742.0
personal_development,4.5,889.0,6527.0,18.0,155.0,736.0,31.99,62.0,4.3,1360.0,11486.0
development,3.4,111.0,310.0,20.0,32.0,281.0,19.991270000000004,72.0,3.8,127.0,2305.0
business,4.5,3160.0,13405.0,20.0,26.0,257.0,19.99,83.0,4.5,7894.0,94733.0
marketing,4.5,1256.0,6121.0,18.0,16.0,103.0,16.99,86.0,4.4,2370.0,12856.0
personal_development,4.4,601.0,4527.0,18.0,93.0,242.0,29.99,79.0,4.5,2142.0,15519.0
teaching_academics,4.8,133.0,279.0,18.0,109.0,733.0,16.99,40.0,4.7,198.0,2301.0
business,4.5,9157.0,33459.0,20.0,57.0,291.0,17.99,90.0,4.5,26337.0,93654.0
development,4.7,39296.0,152669.0,20.0,85.0,689.0,19.99,88.0,4.6,85259.0,267367.0
design,4.5,1098.0,3680.0,19.0,78.0,264.0,16.99,66.0,4.5,6229.0,22774.0
it_software,3.7,361.0,2406.0,19.0,43.0,361.0,16.990340000000003,89.0,4.2,3047.0,24351.0
it_software,4.6,3374.0,10338.0,20.0,86.0,1187.0,43.99871,92.0,4.5,46162.0,130166.0
business,4.8,528.0,3960.0,20.0,42.0,315.0,17.99,83.0,4.7,11423.0,31593.0
development,4.3,5341.0,28527.0,20.0,79.0,611.0,19.99,86.0,4.3,5685.0,52774.0
it_software,3.6,216.0,738.0,20.0,159.0,1182.0,39.99,92.0,3.6,316.0,1059.0
marketing,4.4,1765.0,102308.0,20.0,362.0,1810.0,23.99,90.0,4.5,245360.0,2011894.0
development,4.4,22033.0,94784.0,20.0,42.0,245.0,21.99189,49.0,4.4,112580.0,556334.0
it_software,3.8,185.0,803.0,19.0,65.0,188.0,21.99189,89.0,3.8,392.0,1924.0
business,4.2,4969.0,18841.0,20.0,96.0,1037.0,16.99,88.0,4.3,51924.0,228793.0
personal_development,4.6,942.0,25373.0,20.0,49.0,167.0,19.99,74.0,4.3,7743.0,253650.0
business,4.7,494.0,3902.0,18.0,33.0,128.0,16.99,88.0,4.7,11423.0,31593.0
development,4.5,1100.0,5488.0,20.0,50.0,512.0,19.99,77.0,4.4,11150.0,146426.0
it_software,4.2,95.0,1591.0,20.0,56.0,1394.0,47.99,92.0,4.5,23032.0,113804.0
personal_development,4.7,1456.0,6239.0,20.0,56.0,181.0,16.99,74.0,4.7,28856.0,110341.0
business,4.5,987.0,7229.0,20.0,51.0,263.0,16.99,88.0,4.6,8745.0,29901.0
development,4.2,2035.0,14899.0,20.0,156.0,783.0,16.990340000000003,91.0,4.5,357769.0,1675338.0
development,4.4,659.0,4371.0,20.0,73.0,712.0,23.99,89.0,4.5,1738.0,8354.0
it_software,4.5,191586.0,570234.0,20.0,118.0,971.0,21.99,88.0,4.5,255212.0,681025.0
it_software,4.5,1032.0,6510.0,19.0,214.0,1687.0,20.99,69.0,4.4,1672.0,30522.0
business,4.8,264.0,1656.0,20.0,200.0,1593.0,16.99,84.0,4.7,11423.0,31593.0
development,4.3,4981.0,33535.0,20.0,90.0,611.0,16.990340000000003,73.0,4.4,45494.0,287245.0
development,4.7,12159.0,66266.0,19.0,123.0,770.0,16.990340000000003,82.0,4.6,258820.0,671113.0
business,4.4,1840.0,11258.0,20.0,55.0,102.0,199.99,88.0,4.5,3789.0,40491.0
business,2.7,161.0,10444.0,18.0,141.0,1826.0,16.99,80.0,3.9,707.0,27332.0
it_software,4.5,524.0,4196.0,20.0,42.0,452.0,16.990340000000003,38.0,4.7,165671.0,562326.0
design,4.8,1741.0,9033.0,20.0,214.0,367.0,21.99,81.0,4.6,19043.0,135701.0
development,4.2,578.0,3562.0,20.0,121.0,993.0,21.99,92.0,4.4,3068.0,20274.0
business,4.1,365.0,3411.0,18.0,86.0,369.0,17.99,87.0,4.3,10625.0,76899.0
development,3.7,1943.0,13670.0,19.0,258.0,1345.0,16.99,89.0,4.1,3973.0,53633.0
it_software,4.5,2861.0,26165.0,19.0,74.0,1012.0,16.99,84.0,4.5,92301.0,476330.0
business,4.6,2113.0,8414.0,20.0,45.0,270.0,19.99,88.0,4.6,8011.0,20245.0
it_software,4.7,1655.0,5774.0,17.0,40.0,245.0,16.99,84.0,4.5,2006.0,8488.0
business,4.3,295.0,1110.0,20.0,115.0,1595.0,16.99,51.0,4.2,20401.0,226981.0
it_software,3.9,547.0,4681.0,19.0,24.0,278.0,16.99,65.0,3.7,579.0,5080.0
it_software,4.2,455.0,4770.0,20.0,93.0,1233.0,21.99,87.0,4.1,4681.0,24133.0
office_productivity,4.3,352.0,1930.0,20.0,5.0,77.0,16.99,88.0,4.3,352.0,1930.0
it_software,4.4,6864.0,30988.0,18.0,251.0,5589.0,17.99,89.0,4.5,49502.0,376881.0
development,4.3,1732.0,25244.0,20.0,109.0,906.0,16.990340000000003,89.0,4.4,5647.0,160799.0
development,4.4,4334.0,29047.0,20.0,160.0,934.0,17.99,92.0,4.6,36082.0,160157.0
business,4.6,620.0,2797.0,20.0,79.0,269.0,16.99,88.0,4.5,26337.0,93654.0
personal_development,4.6,1490.0,12166.0,18.0,51.0,646.0,28.99,83.0,4.6,1490.0,13282.0
business,3.8,797.0,4895.0,20.0,25.0,107.0,19.99,91.0,4.3,4904.0,25644.0
personal_development,4.6,1869.0,8925.0,18.0,12.0,146.0,16.99,84.0,4.7,6194.0,35830.0
development,4.5,1584.0,9796.0,20.0,227.0,2531.0,20.99,89.0,4.3,39952.0,681532.0
it_software,3.7,249.0,836.0,20.0,124.0,389.0,27.993750000000002,85.0,4.0,52857.0,324758.0
it_software,4.1,161.0,491.0,20.0,54.0,3386.0,16.99,77.0,4.2,801.0,12568.0
development,4.6,8939.0,37040.0,18.0,62.0,297.0,19.99,81.0,4.6,258820.0,671113.0
business,4.5,1483.0,7958.0,20.0,312.0,2033.0,27.99,87.0,4.5,2202.0,10968.0
it_software,4.0,128.0,431.0,18.0,188.0,683.0,16.99,88.0,3.1,535.0,1505.0
it_software,4.7,888.0,4830.0,16.0,34.0,253.0,16.99,50.0,4.2,6092.0,47361.0
it_software,4.1,448.0,1243.0,20.0,32.0,191.0,16.990340000000003,75.0,4.2,911.0,2533.0
development,4.6,6020.0,63821.0,20.0,77.0,483.0,21.99189,85.0,4.5,49583.0,489208.0
it_software,4.6,1229.0,6619.0,20.0,15.0,227.0,17.990650000000002,67.0,4.5,23032.0,113804.0
it_software,4.6,12707.0,31678.0,20.0,67.0,335.0,16.99,90.0,4.6,20130.0,92136.0
development,4.3,628.0,1861.0,20.0,90.0,1005.0,21.99189,92.0,4.2,1213.0,7842.0
design,4.2,228.0,1517.0,19.0,224.0,2590.0,19.99,80.0,4.3,4818.0,63384.0
business,3.7,21.0,157.0,18.0,47.0,354.0,16.99,32.0,4.3,7727.0,118508.0
business,4.3,699.0,7803.0,18.0,9.0,30.0,17.99,88.0,3.9,5457.0,147006.0
it_software,4.4,1685.0,7422.0,19.0,75.0,546.0,16.99,88.0,4.4,1685.0,7436.0
personal_development,4.5,3048.0,12698.0,19.0,65.0,178.0,21.99,91.0,4.5,3668.0,14161.0
personal_development,4.7,10620.0,79671.0,20.0,48.0,105.0,17.99,92.0,4.6,54164.0,321428.0
it_software,4.7,539.0,2097.0,19.0,524.0,1063.0,17.99,32.0,4.6,3130.0,7059.0
it_software,4.8,1707.0,11850.0,20.0,535.0,671.0,16.99,62.0,4.7,165670.0,562565.0
office_productivity,4.1,911.0,8477.0,19.0,89.0,184.0,17.99,73.0,4.3,3051.0,47030.0
development,4.7,1226.0,4992.0,19.0,105.0,398.0,23.99,91.0,4.6,3269.0,15256.0
business,4.3,875.0,4991.0,20.0,222.0,791.0,16.99,88.0,4.3,1994.0,19033.0
office_productivity,4.4,1036.0,3836.0,20.0,30.0,117.0,17.99,92.0,4.4,6868.0,40093.0
business,4.1,882.0,4848.0,18.0,177.0,306.0,16.99,91.0,4.1,7734.0,113460.0
development,4.5,1891.0,9987.0,20.0,82.0,503.0,19.99,90.0,4.6,2466.0,12891.0
business,4.4,746.0,4745.0,20.0,106.0,1102.0,16.99,89.0,4.2,4502.0,104622.0
personal_development,4.3,2759.0,16197.0,20.0,57.0,591.0,17.99,86.0,4.4,11708.0,47220.0
development,4.5,1150.0,9124.0,20.0,55.0,237.0,16.99,84.0,4.5,3903.0,28039.0
design,4.5,554.0,5011.0,20.0,60.0,498.0,16.99,90.0,4.5,21876.0,104566.0
business,4.6,5216.0,88286.0,20.0,54.0,219.0,17.99,90.0,4.5,132521.0,907559.0
marketing,4.6,479.0,2543.0,19.0,108.0,346.0,21.99,49.0,4.6,542.0,3280.0
it_software,4.6,503.0,2974.0,20.0,120.0,913.0,20.99,92.0,4.1,519.0,8474.0
it_software,4.5,2642.0,14348.0,20.0,38.0,345.0,17.99,88.0,4.6,100190.0,314001.0
development,4.6,1856.0,10574.0,18.0,160.0,711.0,16.99,89.0,4.7,2247.0,17493.0
personal_development,4.5,3207.0,13785.0,20.0,35.0,88.0,16.99,84.0,4.5,43931.0,179413.0
business,4.3,2170.0,6910.0,20.0,27.0,132.0,31.99,76.0,4.3,2531.0,7874.0
personal_development,4.6,1020.0,4261.0,19.0,33.0,204.0,31.99,86.0,4.4,4197.0,15195.0
business,4.4,2485.0,57026.0,17.0,61.0,106.0,17.99,85.0,4.4,66705.0,546069.0
business,4.6,469.0,3688.0,20.0,45.0,235.0,16.99,88.0,4.4,25512.0,209796.0
development,4.4,5945.0,39423.0,17.0,171.0,1153.0,23.992510000000003,86.0,4.6,258820.0,671113.0
it_software,4.5,313.0,3538.0,18.0,135.0,550.0,23.99,69.0,4.5,3239.0,37854.0
it_software,4.5,5452.0,26665.0,18.0,54.0,394.0,16.99,89.0,4.5,13415.0,64030.0
it_software,4.6,3018.0,58755.0,20.0,89.0,387.0,19.99,51.0,4.5,49411.0,216369.0
it_software,4.4,1587.0,8545.0,20.0,106.0,664.0,21.99189,88.0,4.4,2066.0,20886.0
development,4.4,1885.0,10958.0,17.0,70.0,374.0,16.990340000000003,77.0,4.5,357769.0,1675338.0
marketing,4.3,839.0,7940.0,18.0,67.0,373.0,17.99,88.0,4.4,22391.0,256187.0
it_software,4.6,156.0,1565.0,17.0,40.0,553.0,65.00522000000001,67.0,4.3,25989.0,242683.0
development,4.3,489.0,2657.0,20.0,12.0,483.0,16.99,82.0,4.5,288507.0,988948.0
it_software,4.6,25588.0,97083.0,18.0,22.0,178.0,16.99,89.0,4.6,100190.0,314001.0
personal_development,4.3,1436.0,14822.0,18.0,38.0,129.0,17.99,32.0,4.3,7162.0,82444.0
development,4.7,6276.0,45770.0,20.0,388.0,2302.0,21.99,88.0,4.5,462859.0,1573740.0
business,4.7,52.0,1412.0,20.0,125.0,792.0,19.99,92.0,4.5,1076.0,24899.0
business,4.3,352.0,2030.0,20.0,55.0,102.0,199.99,89.0,4.4,25512.0,209796.0
development,4.2,1044.0,5701.0,17.0,85.0,416.0,17.99,89.0,4.3,113570.0,1204639.0
design,4.3,379.0,2634.0,20.0,122.0,749.0,16.99,89.0,4.1,909.0,8947.0
development,4.4,8823.0,105701.0,20.0,246.0,2589.0,17.990650000000002,89.0,4.4,45494.0,287241.0
it_software,4.4,308.0,1190.0,20.0,36.0,245.0,16.99,74.0,4.3,821.0,3792.0
business,4.5,9157.0,33459.0,17.0,24.0,258.0,28.99,56.0,4.5,26337.0,93654.0
it_software,4.5,1032.0,6510.0,20.0,134.0,1213.0,23.99,88.0,4.4,1672.0,30522.0
it_software,4.2,985.0,4460.0,19.0,164.0,723.0,21.99,72.0,4.1,47720.0,626911.0
it_software,4.2,624.0,5049.0,20.0,13.0,65.0,19.99,88.0,4.4,3484.0,19253.0
personal_development,4.6,1025.0,3463.0,20.0,90.0,751.0,17.99,88.0,4.6,1405.0,4095.0
office_productivity,4.2,1802.0,9357.0,20.0,35.0,184.0,20.99,81.0,4.2,3180.0,14153.0
development,4.6,36064.0,190149.0,20.0,82.0,639.0,21.99,45.0,4.5,462859.0,1573740.0
it_software,4.5,3128.0,22977.0,19.0,49.0,254.0,20.99,87.0,4.6,90008.0,285748.0
personal_development,3.6,206.0,863.0,17.0,20.0,126.0,16.99,83.0,4.1,2420.0,7999.0
